Country_Name,WHO_Region,Cases_cumulative total,Cases_cumulative total per 100000 population,Cases_newly reported in last 7 days,Cases_newly reported in last 7 days per 100000 population,Cases_newly reported in last 24 hours,Deaths_cumulative total,Deaths_cumulative total per 100000 population,Deaths_newly reported in last 7 days,Deaths_newly reported in last 7 days per 100000 population,Deaths_newly reported in last 24 hours
Global,Global,200840180,2576.677658,4198091,53.85937857,635150,4265903,54.72937214,64843,0.831902806,9764
